instance,maple result,maple time,maple-chrono result,maple-chrono time,maple-trail result,maple-trail time,maple-trail-append result,maple-trail-append time,maple-trail-2levels-ahead,maple-trail-2levels-ahead,par2,par-2 chrono,par-2 trail,par-2 append,par-2 1lvl,maple-chrono-dl result,maple-chrono-dl-time,
../SAT2019/sr2019/new/Skladanivskyy/sha1r17m72a.cnf,SAT,883.849,SAT,49.806,SAT,45.9,,,SAT,300.075,883.849,49.806,45.9,,300.075,SAT,438.992,438.992
../SAT2019/sr2019/new/Heule/MM-23-2-2-2-4-B.cnf,-,5000.013,-,5000.036,-,5000.361,,,-,5000.142,10000,10000,10000,,10000,-,5002.267,10000
../SAT2018/final/CRIL/T129.2.0.cnf,UNSAT,505.089,UNSAT,396.744,UNSAT,523.535,,,UNSAT,458.502,505.089,396.744,523.535,,458.502,UNSAT,424.156,424.156
../SAT2018/final/Collatz/by-alt-5-7.cnf,-,5000.012,-,5000.035,-,5000.022,,,-,5000.013,10000,10000,10000,,10000,-,5000.011,10000
../SAT2018/final/Zhou/bibd-19-57-9-3-1_glb.cnf,SAT,31.747,SAT,39.225,SAT,29.112,,,SAT,54.701,31.747,39.225,29.112,,54.701,SAT,50.921,50.921
../SAT2018/Manthey/pals_lcr-var-start-time.6_true-unreach-call.ufo.UNBOUNDED.pals.c.cnf,UNSAT,509.749,UNSAT,593.838,UNSAT,470.271,,,UNSAT,653.837,509.749,593.838,470.271,,653.837,UNSAT,605.884,605.884
../SAT2018/Devriendt/huck.col.11.cnf,UNSAT,61.06,UNSAT,61.073,UNSAT,74.199,,,UNSAT,74.225,61.06,61.073,74.199,,74.225,UNSAT,75.147,75.147
../SAT2018/final/Johnson/sted1_0x0-380.cnf,-,5000.038,-,5000.028,-,5000.037,,,-,5000.008,10000,10000,10000,,10000,-,5000.036,10000
../SAT2019/sr2019/new/vonHolten/b1904P2-8x8c9h5SAT.cnf,-,5000.017,-,5000.028,-,5000.029,,,-,5000.026,10000,10000,10000,,10000,-,5000.016,10000
../SAT2019/sr2019/new/Biere/eqbpdtlf16spdtlf16.cnf,-,5000.011,-,5000.006,-,5000.015,,,-,5000.007,10000,10000,10000,,10000,-,5000.239,10000
../SAT2019/sr2019/new/Savicky/size_5_5_5_i218_r12.cnf,-,5000.015,-,5000.011,-,5000.026,,,SAT,4514.041,10000,10000,10000,,4514.041,-,5000.027,10000
../SAT2018/Ofer/courses0.12_2017_9.cnf,-,5000.042,-,5000.104,-,5000.066,,,-,5000.058,10000,10000,10000,,10000,-,5000.052,10000
../SAT2019/sr2019/old/sin.c.75.smt2-cvc4-sc2016.cnf,-,187.998,-,175.256,-,177.717,,,-,186.868,10000,10000,10000,,10000,-,245.976,10000
../SAT2018/Heusser/satcoin-genesis-SAT-128.cnf,SAT,17.634,SAT,2713.27,SAT,2506.498,,,SAT,86.742,17.634,2713.27,2506.498,,86.742,SAT,85.522,85.522
../SAT2019/sr2019/old/aes_equiv_encry_3_rounds.debugged-sc2012.cnf,UNSAT,2229.401,UNSAT,2886.163,UNSAT,2149.997,,,UNSAT,535.151,2229.401,2886.163,2149.997,,535.151,UNSAT,544.846,544.846
../SAT2018/Ehlers/ex175_20.cnf,SAT,415.787,SAT,452.416,SAT,361.73,,,SAT,1000.699,415.787,452.416,361.73,,1000.699,SAT,689.24,689.24
../SAT2019/sr2019/old/gss-33-s100-sc2009.cnf,-,5000.031,-,5000.006,-,5000.008,,,-,5000.006,10000,10000,10000,,10000,-,5000.056,10000
../SAT2019/sr2019/old/connm-ue-csp-sat-n800-d0.02-s111845174.used-as.sat04-958-sc2011.cnf,UNSAT,1426.904,UNSAT,1742.461,UNSAT,1396.158,,,UNSAT,2207.726,1426.904,1742.461,1396.158,,2207.726,UNSAT,2541.7,2541.7
../SAT2019/sr2019/new/Savicky/size_5_5_5_i260_r12.cnf,SAT,1321.764,-,5000.066,-,5001.004,,,-,5000.655,1321.764,10000,10000,,10000,-,5000.072,10000
../SAT2018/Manthey/Problem14_label55_true-unreach-call.c.cnf,UNSAT,110.02,UNSAT,100.912,UNSAT,115.413,,,UNSAT,123.02,110.02,100.912,115.413,,123.02,UNSAT,115.968,115.968
../SAT2019/sr2019/old/total-10-15-s-sc2007.cnf,SAT,81.738,SAT,2635.802,SAT,53.713,,,SAT,275.552,81.738,2635.802,53.713,,275.552,SAT,52.764,52.764
../SAT2019/sr2019/new/Manthey/sv-comp19_prop-reachsafety.26_stack_cas_longer_false-unreach-call.i-witness.cnf,SAT,383.744,SAT,392.221,SAT,443.278,,,SAT,1716.026,383.744,392.221,443.278,,1716.026,SAT,369.325,369.325
../SAT2019/sr2019/old/004-80-8-sc2014.cnf,SAT,346.376,SAT,471.892,SAT,232.953,,,SAT,161.236,346.376,471.892,232.953,,161.236,SAT,573.323,573.323
../SAT2018/Ofer/exams0.04_2017_9.cnf,-,5000.015,-,5000.063,-,5000.056,,,SAT,854.413,10000,10000,10000,,854.413,-,5000.054,10000
../SAT2018/Ofer/course_flat_0.12_2018_3_5.cnf,-,5000.045,-,5000.037,-,5000.049,,,-,5000.094,10000,10000,10000,,10000,-,5000.039,10000
../SAT2018/Biere/udiv46prop.cnf,-,5000.007,-,5000.009,-,5000.614,,,-,5000.009,10000,10000,10000,,10000,-,5000.018,10000
../SAT2019/sr2019/old/f10nidw-sc2012.cnf,UNSAT,2323.486,UNSAT,2500.897,UNSAT,2381.034,,,UNSAT,1678.456,2323.486,2500.897,2381.034,,1678.456,UNSAT,1434.173,1434.173
../SAT2018/Devriendt/le450_15a.col.15.cnf,-,5000.006,-,5000.023,-,5000.004,,,-,5000.139,10000,10000,10000,,10000,-,5000.035,10000
../SAT2019/sr2019/old/hitag2-8-60-0-0x880693399044612-25-SAT-sc2013.cnf,SAT,3948.077,SAT,1364.608,-,5001.05,,,SAT,4576.757,3948.077,1364.608,10000,,4576.757,SAT,1620.47,1620.47
../SAT2019/sr2019/new/vonHolten/b1904P3-8x8c11h7SAT.cnf,SAT,4800.361,SAT,2497.96,SAT,3891.613,,,SAT,2546.74,4800.361,2497.96,3891.613,,2546.74,SAT,1333.79,1333.79
../SAT2018/Biere/uniqinv25prop.cnf,UNSAT,2619.154,UNSAT,2608.246,UNSAT,2617.657,,,UNSAT,38.151,2619.154,2608.246,2617.657,,38.151,UNSAT,39.106,39.106
../SAT2018/final/Zhou/frb35-17-5_ext.cnf,SAT,17.159,SAT,17.372,SAT,31.79,,,SAT,75.629,17.159,17.372,31.79,,75.629,SAT,48.203,48.203
../SAT2019/sr2019/old/Nb51T6-sc2018.cnf,UNSAT,2535.391,UNSAT,2004.611,UNSAT,2625.963,,,-,5000.172,2535.391,2004.611,2625.963,,10000,UNSAT,2904.811,2904.811
../SAT2018/Manthey/Problem11_label51_false-unreach-call.c.cnf,SAT,479.833,SAT,373.084,SAT,834.184,,,SAT,595.324,479.833,373.084,834.184,,595.324,SAT,246.688,246.688
../SAT2019/sr2019/new/Zhou/Subisomorphism-g10-g23_c18.cnf,UNSAT,1810.157,UNSAT,2694.763,UNSAT,1562.334,,,UNSAT,2408.077,1810.157,2694.763,1562.334,,2408.077,UNSAT,2404.652,2404.652
../SAT2019/sr2019/new/Heule/MM-23-2-2-2-2-D.cnf,-,5000.011,-,5000.012,-,5000.022,,,-,5000.02,10000,10000,10000,,10000,-,5000.055,10000
../SAT2018/Devriendt/le450_15c.col.15.cnf,-,5000.034,-,5000.026,-,5000.029,,,-,5000.018,10000,10000,10000,,10000,-,5000.058,10000
../SAT2019/sr2019/old/ablmulub16x4o-sc2016.cnf,UNSAT,199.072,UNSAT,247.409,UNSAT,188.858,,,UNSAT,404.439,199.072,247.409,188.858,,404.439,UNSAT,343.46,343.46
../SAT2019/sr2019/old/mulhs016-sc2009.cnf,-,5000.011,-,5000.056,-,5000.022,,,-,5000.015,10000,10000,10000,,10000,-,5000.019,10000
../SAT2018/Ofer/course_flat_0.12_2018_3_1.cnf,SAT,2586.231,SAT,3107.064,SAT,3042.186,,,SAT,1308.514,2586.231,3107.064,3042.186,,1308.514,SAT,966.387,966.387
../SAT2018/final/Zhou/si2-r001-m200-00.cnf,SAT,987.252,SAT,1009.163,SAT,991.865,,,SAT,1000.869,987.252,1009.163,991.865,,1000.869,SAT,995.482,995.482
../SAT2018/Biere/uniqinv40prop.cnf,UNSAT,2744.644,UNSAT,2712.216,UNSAT,2771.765,,,UNSAT,181.244,2744.644,2712.216,2771.765,,181.244,UNSAT,189.395,189.395
../SAT2019/sr2019/old/9dlx_vliw_at_b_iq8-sc2007.cnf,UNSAT,3700.561,UNSAT,3704.66,UNSAT,3806.269,,,UNSAT,3881.115,3700.561,3704.66,3806.269,,3881.115,UNSAT,2830.598,2830.598
../SAT2018/Xiao/Nb13T166.cnf,-,5000.064,-,5000.083,-,5000.094,,,-,5000.064,10000,10000,10000,,10000,-,5000.089,10000
../SAT2019/sr2019/old/manthey_single-ordered-initialized-w50-b7-sr2015.cnf,UNSAT,597.002,UNSAT,527.719,UNSAT,565.504,,,UNSAT,808.933,597.002,527.719,565.504,,808.933,UNSAT,947.592,947.592
../SAT2018/final/CRIL/T93.2.0.cnf,UNSAT,401.654,UNSAT,348.253,UNSAT,437.429,,,UNSAT,541.706,401.654,348.253,437.429,,541.706,UNSAT,369.507,369.507
../SAT2018/Harder/ecarev-110-1031-23-40-3.cnf,UNSAT,57.051,UNSAT,44.868,UNSAT,146.893,,,UNSAT,182.586,57.051,44.868,146.893,,182.586,UNSAT,63.933,63.933
../SAT2018/Konan/TimetableCNFEncoding_5_UNKNOWN.cnf,-,5000.018,-,5000.03,-,5000.045,,,-,5000.025,10000,10000,10000,,10000,-,5000.043,10000
../SAT2019/sr2019/old/6s133-sc2014.cnf,UNSAT,2661.93,UNSAT,2662.465,UNSAT,2646.198,,,UNSAT,213.491,2661.93,2662.465,2646.198,,213.491,UNSAT,190.605,190.605
../SAT2018/Chowdhury/gto_p60c234.cnf,UNSAT,112.995,UNSAT,112.267,UNSAT,103.818,,,UNSAT,147.715,112.995,112.267,103.818,,147.715,UNSAT,174.769,174.769
../SAT2019/sr2019/new/Biere/cruxmiter29seed9.cnf,UNSAT,396.731,UNSAT,389.683,UNSAT,431.603,,,UNSAT,1018.663,396.731,389.683,431.603,,1018.663,UNSAT,1257.821,1257.821
../SAT2019/sr2019/old/slp-synthesis-aes-bottom13-sc2011.cnf,UNSAT,309.214,UNSAT,890.068,UNSAT,264.532,,,UNSAT,145.457,309.214,890.068,264.532,,145.457,UNSAT,353.244,353.244
../SAT2018/Liang/dist4.c.cnf,UNSAT,151.441,UNSAT,156.346,UNSAT,143.222,,,UNSAT,208.459,151.441,156.346,143.222,,208.459,UNSAT,180.216,180.216
../SAT2018/Scheel/cms-scheel-md4-families-r24-c5-p1-5-10-12-18.cnf,UNSAT,53.585,UNSAT,50.823,UNSAT,111.543,,,UNSAT,339.711,53.585,50.823,111.543,,339.711,UNSAT,80.904,80.904
../SAT2018/Devriendt/queen8_8.col.9.cnf,-,5000.015,-,5000.015,-,5000.011,,,-,5000.012,10000,10000,10000,,10000,-,5000.027,10000
../SAT2019/sr2019/old/manthey_DimacsSorter_37_3-sr2015.cnf,-,5000.009,-,5000.008,-,5000.022,,,SAT,2143.914,10000,10000,10000,,2143.914,SAT,2565.404,2565.404
../SAT2019/sr2019/new/Savicky/size_5_5_5_i198_r12.cnf,-,5000.014,-,5000.013,SAT,1431.743,,,-,5000.018,10000,10000,1431.743,,10000,-,5000.017,10000
../SAT2019/sr2019/old/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k45.debugged-sc2012.cnf,-,5000.218,-,5000.007,-,5000.04,,,-,5000.008,10000,10000,10000,,10000,-,5000.027,10000
../SAT2018/Liang/dist6.c.cnf,UNSAT,152.255,UNSAT,150.437,UNSAT,156.335,,,UNSAT,185.882,152.255,150.437,156.335,,185.882,UNSAT,191.56,191.56
../SAT2018/final/Zhou/magicSquare-8_glb.cnf,SAT,20.122,SAT,2504.254,SAT,20.133,,,SAT,56.448,20.122,2504.254,20.133,,56.448,SAT,63.804,63.804
../SAT2019/sr2019/new/Biere/eqbpwtrc10bpdtlf10.cnf,UNSAT,355.502,UNSAT,358.768,UNSAT,343.877,,,UNSAT,52.896,355.502,358.768,343.877,,52.896,UNSAT,55.757,55.757
../SAT2018/final/Zhou/si2-m4Dr2-m256-08.cnf,SAT,840.727,SAT,1257.09,SAT,831.266,,,SAT,844.18,840.727,1257.09,831.266,,844.18,SAT,833.112,833.112
../SAT2019/sr2019/new/Heule/MM-23-3-3-A.cnf,-,5000.013,-,5000.012,-,5000.063,,,-,5000.02,10000,10000,10000,,10000,-,5000.039,10000
../SAT2018/final/CRIL/T116.2.0.cnf,UNSAT,233.584,UNSAT,203.659,UNSAT,258.11,,,UNSAT,412.451,233.584,203.659,258.11,,412.451,UNSAT,227.562,227.562
../SAT2019/sr2019/old/atco_enc3_opt2_10_12-sc2014.cnf,UNSAT,2218.284,UNSAT,2949.944,UNSAT,2499.156,,,UNSAT,2116.602,2218.284,2949.944,2499.156,,2116.602,UNSAT,1910.173,1910.173
../SAT2018/Heusser/satcoin-genesis-SAT-4096.cnf,SAT,2788.367,SAT,2737.417,-,5000.099,,,SAT,353.742,2788.367,2737.417,10000,,353.742,SAT,173.568,173.568
../SAT2019/sr2019/new/Savicky/size_5_5_5_i063_r12.cnf,-,5000.034,-,5000.03,-,5000.035,,,-,5000.014,10000,10000,10000,,10000,-,5000.043,10000
../SAT2018/final/Zhou/si2-r001-m200-09.cnf,SAT,666.727,SAT,674.988,SAT,667.524,,,SAT,669.976,666.727,674.988,667.524,,669.976,SAT,675.209,675.209
../SAT2018/Biere/udiv48prop.cnf,-,5000.051,-,5000.008,-,5000.033,,,-,5000.024,10000,10000,10000,,10000,-,5000.013,10000
../SAT2018/Ehlers/ex065_24.cnf,-,5000.029,-,5000.037,-,5000.031,,,-,5000.022,10000,10000,10000,,10000,-,5000.017,10000
../SAT2019/sr2019/new/Biere/eqspctbk14sparcl14.cnf,-,5000.009,-,5000.05,-,5000.018,,,-,5000.975,10000,10000,10000,,10000,-,5000.017,10000
../SAT2019/sr2019/old/6s169-opt-sc2014.cnf,UNSAT,2576.33,UNSAT,2616.353,UNSAT,2566.886,,,UNSAT,113.024,2576.33,2616.353,2566.886,,113.024,UNSAT,138.947,138.947
../SAT2019/sr2019/old/unsat-set-a-fclqcolor-20-13-14.sat05-1278.reshuffled-07-sc2007.cnf,-,5000.024,-,5000.03,-,5000.735,,,-,5000.04,10000,10000,10000,,10000,-,5000.045,10000
../SAT2018/final/Collatz/bx-d-4-7-8.cnf,-,5000.005,SAT,1902.291,-,5000.031,,,-,5000.009,10000,1902.291,10000,,10000,SAT,2277.587,2277.587
../SAT2018/Harder/ecarev-110-1031-23-40-5.cnf,SAT,214.385,SAT,131.114,SAT,345.917,,,SAT,262.498,214.385,131.114,345.917,,262.498,SAT,293.157,293.157
../SAT2019/sr2019/old/ctl_4291_567_5_unsat_pre-sc2014.cnf,-,5000.77,-,5000.011,-,5000.011,,,-,5000.014,10000,10000,10000,,10000,-,5000.035,10000
../SAT2019/sr2019/old/AProVE07-26-sc2007.cnf,-,5000.015,-,5000.031,-,5000.186,,,-,5000.021,10000,10000,10000,,10000,-,5000.02,10000
../SAT2018/Zha/prime_200560490131.cnf,UNSAT,100.221,UNSAT,115.993,UNSAT,96.897,,,UNSAT,140.712,100.221,115.993,96.897,,140.712,UNSAT,117.134,117.134
../SAT2018/Konan/TimetableCNFEncoding_8_UNKNOWN.cnf,-,5000.073,-,5000.074,-,5001.184,,,-,5000.024,10000,10000,10000,,10000,-,5000.559,10000
../SAT2018/Heule/CNP-5-1900.cnf,SAT,284.636,SAT,161.197,SAT,280.391,,,SAT,375.845,284.636,161.197,280.391,,375.845,SAT,318.817,318.817
../SAT2019/sr2019/old/ps_5000_21250_3_0_0.7_0_1.45_4-sc2017.cnf,-,5000.006,-,5000.045,-,5000.004,,,-,5000.009,10000,10000,10000,,10000,-,5000.017,10000
../SAT2019/sr2019/new/Bebel/toughsat_25bits_0.cnf,SAT,97.32,SAT,30.169,SAT,167.912,,,SAT,820.333,97.32,30.169,167.912,,820.333,SAT,220.105,220.105
../SAT2019/sr2019/old/e_rphp035_05-sc2018.cnf,UNSAT,565.91,UNSAT,540.879,UNSAT,713.307,,,UNSAT,663.584,565.91,540.879,713.307,,663.584,UNSAT,799.696,799.696
../SAT2018/Scheel/cms-scheel-md5-families-r24-c5-p2-7-8-15-19.cnf,SAT,295.612,SAT,445.229,SAT,347.404,,,SAT,802.173,295.612,445.229,347.404,,802.173,SAT,825.544,825.544
../SAT2018/final/Collatz/less-cy-caa.rules.4-9.cnf,SAT,17.937,-,5000.079,-,5000.852,,,-,5000.012,17.937,10000,10000,,10000,-,5000.339,10000
../SAT2019/sr2019/old/6s126-opt-sc2014.cnf,-,5000.037,-,5000.051,-,5000.861,,,-,5000.061,10000,10000,10000,,10000,-,5000.022,10000
../SAT2018/Porkhunov/mchess_16.cnf,UNSAT,519.908,UNSAT,524.462,UNSAT,339.983,,,UNSAT,529.211,519.908,524.462,339.983,,529.211,UNSAT,1125.599,1125.599
../SAT2018/Jingchao/a_rphp055_04.cnf,UNSAT,276.274,UNSAT,264.697,UNSAT,240.659,,,UNSAT,668.809,276.274,264.697,240.659,,668.809,UNSAT,687.743,687.743
../SAT2018/final/Johnson/sted5_0x24204-50.cnf,SAT,331.309,SAT,292.144,SAT,274.693,,,SAT,233.981,331.309,292.144,274.693,,233.981,SAT,167.652,167.652
../SAT2018/final/Soos/apn-sbox6-cut3-helpbox29.cnf,SAT,1129.073,SAT,402.328,SAT,1435.124,,,SAT,647.654,1129.073,402.328,1435.124,,647.654,SAT,289.565,289.565
../SAT2018/Ehlers/ex175_17.cnf,SAT,2079.259,SAT,1316.461,SAT,769.84,,,-,5000.083,2079.259,1316.461,769.84,,10000,-,5000.081,10000
../SAT2019/sr2019/old/b_unsat-sc2013.cnf,UNSAT,792.175,UNSAT,709.306,UNSAT,759.841,,,UNSAT,1211.556,792.175,709.306,759.841,,1211.556,UNSAT,828.599,828.599
../SAT2018/Devriendt/queen12_12.col.12.cnf,UNSAT,466.522,UNSAT,684.883,UNSAT,561.506,,,UNSAT,73.095,466.522,684.883,561.506,,73.095,UNSAT,638.209,638.209
../SAT2018/Chen/20180322_164238439_p_cnf_320_1120.cnf,-,5000.004,-,5000.005,-,5000.01,,,SAT,2238.965,10000,10000,10000,,2238.965,-,5000.035,10000
../SAT2018/Heule/CNP-5-900.cnf,SAT,122.822,SAT,1107.405,SAT,312.292,,,SAT,1865.198,122.822,1107.405,312.292,,1865.198,SAT,1569.053,1569.053
../SAT2018/final/CRIL/T117.2.0.cnf,UNSAT,300.68,UNSAT,272.196,UNSAT,295.518,,,UNSAT,455.889,300.68,272.196,295.518,,455.889,UNSAT,249.222,249.222
../SAT2019/sr2019/new/Skladanivskyy/sha1r17m66a.cnf,SAT,55.886,SAT,134.008,SAT,504.084,,,SAT,67.842,55.886,134.008,504.084,,67.842,SAT,427.31,427.31
../SAT2019/sr2019/old/atco_enc1_opt2_10_16-sc2014.cnf,SAT,2176.619,SAT,770.223,SAT,656.399,,,SAT,499.824,2176.619,770.223,656.399,,499.824,SAT,1020.251,1020.251
../SAT2019/sr2019/new/Bebel/toughsat_25bits_2.cnf,SAT,289.436,SAT,329.731,SAT,46.86,,,SAT,475.731,289.436,329.731,46.86,,475.731,SAT,385.134,385.134
../SAT2019/sr2019/old/atco_enc2_opt2_10_21-sc2014.cnf,SAT,137.55,SAT,183.395,SAT,257.867,,,SAT,554.702,137.55,183.395,257.867,,554.702,SAT,80.095,80.095
../SAT2018/Ofer/course0.12_2018_3_5.cnf,-,5000.051,-,5000.027,-,5000.043,,,-,5000.046,10000,10000,10000,,10000,-,5000.044,10000
../SAT2018/Ehlers/ex157_10.cnf,SAT,473.643,SAT,252.626,SAT,285.218,,,SAT,305.867,473.643,252.626,285.218,,305.867,SAT,375.588,375.588
../SAT2018/Ofer/course0.16_2018_3_5.cnf,SAT,3476.746,SAT,4171.299,SAT,1854.624,,,SAT,2862.713,3476.746,4171.299,1854.624,,2862.713,SAT,2140.623,2140.623
../SAT2019/sr2019/new/Skladanivskyy/sha1r17m149ABCD_p.cnf,SAT,3866.363,SAT,3987.296,SAT,4029.526,,,SAT,449.803,3866.363,3987.296,4029.526,,449.803,SAT,1359.962,1359.962
../SAT2019/sr2019/new/Savicky/size_4_4_4_i0418_r8.cnf,UNSAT,260.833,UNSAT,271.341,UNSAT,409.82,,,UNSAT,388.031,260.833,271.341,409.82,,388.031,UNSAT,354.063,354.063
../SAT2019/sr2019/new/Heule/MM-22.cnf,-,5000.022,-,5000.036,-,5000.056,,,-,5000.046,10000,10000,10000,,10000,-,5000.04,10000
../SAT2019/sr2019/new/Zaikin/Trivium_no_init_out350_known_last143_1.cnf,SAT,518.494,SAT,648.107,SAT,470.813,,,SAT,915.306,518.494,648.107,470.813,,915.306,SAT,218.543,218.543
../SAT2018/Xiao/Nb42T6.cnf,UNSAT,875.395,UNSAT,1001.21,UNSAT,900.441,,,UNSAT,3352.423,875.395,1001.21,900.441,,3352.423,UNSAT,1620.526,1620.526
../SAT2018/final/Collatz/bx-d-4-7-6.cnf,-,5000.015,-,5000.029,-,5000.02,,,-,5000.015,10000,10000,10000,,10000,-,5000.026,10000
../SAT2019/sr2019/new/Biere/eqspwtrc16bparrc16.cnf,-,5000.009,-,5000.012,-,5000.009,,,-,5000.013,10000,10000,10000,,10000,-,5000.048,10000
../SAT2019/sr2019/old/c6288mul.miter.shuffled-as.sat03-346-sc2002.cnf,UNSAT,2592.132,UNSAT,2705.208,UNSAT,2581.894,,,UNSAT,129.398,2592.132,2705.208,2581.894,,129.398,UNSAT,131.638,131.638
../SAT2018/Biere/uniqinv46prop.cnf,UNSAT,2781.932,UNSAT,2795.905,UNSAT,2780.517,,,UNSAT,272.767,2781.932,2795.905,2780.517,,272.767,UNSAT,228.684,228.684
../SAT2018/final/Collatz/bz-X-4-7-6.cnf,SAT,768.907,SAT,2411.559,-,5000.025,,,SAT,1066.836,768.907,2411.559,10000,,1066.836,-,5000.009,10000
../SAT2018/Xiao/Nb8T60.cnf,-,5000.016,-,5000.037,-,5000.109,,,-,5000.018,10000,10000,10000,,10000,-,5000.026,10000
../SAT2018/Xiao/Nb8T62.cnf,-,5000.033,-,5000.029,-,5000.028,,,-,5000.015,10000,10000,10000,,10000,-,5000.057,10000
../SAT2018/Jingchao/ae_rphp045_05.cnf,UNSAT,2113.515,UNSAT,1728.356,UNSAT,1903.773,,,UNSAT,2694.307,2113.515,1728.356,1903.773,,2694.307,UNSAT,2918.604,2918.604
../SAT2018/final/CRIL/T90.2.0.cnf,UNSAT,367.438,UNSAT,342.151,UNSAT,381.32,,,UNSAT,573.297,367.438,342.151,381.32,,573.297,UNSAT,413.792,413.792
../SAT2018/Scheel/cms-scheel-md4-families-r24-c6-p0-5-10-11-17-18.cnf,UNSAT,120.018,UNSAT,220.822,UNSAT,213.172,,,UNSAT,168.154,120.018,220.822,213.172,,168.154,UNSAT,296.768,296.768
../SAT2019/sr2019/new/Heule/MM-23-2-4-A.cnf,-,5000.059,-,5000.041,-,5000.036,,,-,5000.046,10000,10000,10000,,10000,-,5000.073,10000
../SAT2018/Manthey/newton_3_6_false-unreach-call.i.cnf,SAT,279.644,SAT,801.075,SAT,253.308,,,SAT,143.814,279.644,801.075,253.308,,143.814,SAT,193.758,193.758
../SAT2018/Harder/ecarev-110-1031-23-40-1.cnf,SAT,259.185,SAT,317.807,SAT,319.792,,,SAT,293.36,259.185,317.807,319.792,,293.36,SAT,289.334,289.334
../SAT2018/Heusser/satcoin-genesis-SAT-8192.cnf,SAT,2722.477,SAT,3192.87,SAT,3195.389,,,SAT,382.084,2722.477,3192.87,3195.389,,382.084,SAT,422.692,422.692
../SAT2018/Scheel/cms-scheel-md5-families-r24-c8-p0-3-5-6-14-16-18-19.cnf,SAT,270.877,SAT,113.373,SAT,722.141,,,SAT,195.66,270.877,113.373,722.141,,195.66,SAT,3098.905,3098.905
../SAT2018/Devriendt/le450_25a.col.25.cnf,-,5000.045,-,5000.033,-,5000.055,,,-,5000.025,10000,10000,10000,,10000,-,5000.049,10000
../SAT2019/sr2019/old/ablmulub2x32o-sc2016.cnf,UNSAT,370.116,UNSAT,354.416,UNSAT,378.656,,,UNSAT,756.345,370.116,354.416,378.656,,756.345,UNSAT,738.819,738.819
../SAT2019/sr2019/new/Manthey/sv-comp19_prop-reachsafety.newton_3_8_false-unreach-call_true-termination.i-witness.cnf,SAT,131.738,SAT,63.342,SAT,63.105,,,SAT,141.189,131.738,63.342,63.105,,141.189,SAT,63.962,63.962
../SAT2019/sr2019/new/Manthey/sv-comp19_prop-reachsafety.newton_2_4_true-unreach-call_true-termination.i-witness.cnf,UNSAT,238.121,UNSAT,116.51,UNSAT,271.08,,,UNSAT,100.197,238.121,116.51,271.08,,100.197,UNSAT,95.909,95.909
../SAT2019/sr2019/new/Zhou/Mario-t-hard-5_c18.cnf,SAT,34.57,SAT,33.343,SAT,33.414,,,SAT,50.729,34.57,33.343,33.414,,50.729,SAT,33.731,33.731
../SAT2018/Heusser/satcoin-genesis-SAT-64.cnf,SAT,17.812,SAT,2586.575,SAT,2506.104,,,SAT,23.837,17.812,2586.575,2506.104,,23.837,SAT,17.663,17.663
../SAT2018/final/Johnson/sted1_0x1e3-200.cnf,-,5000.025,-,5000.036,-,5001.649,,,-,5001.326,10000,10000,10000,,10000,-,5000.894,10000
../SAT2018/final/Soos/apn-sbox5-cut4-symmbreak.cnf,-,5000.034,-,5000.007,-,5000.984,,,-,5000.061,10000,10000,10000,,10000,-,5000.047,10000
../SAT2019/sr2019/old/smtlib-qfbv-aigs-countbits128-tseitin-sc2011.cnf,UNSAT,4010.989,UNSAT,4157.886,UNSAT,4076.095,,,UNSAT,2228.536,4010.989,4157.886,4076.095,,2228.536,UNSAT,2195.852,2195.852
../SAT2018/Xiao/Nb44T6.cnf,UNSAT,1264.134,UNSAT,1064.354,UNSAT,1623.356,,,UNSAT,3968.378,1264.134,1064.354,1623.356,,3968.378,UNSAT,1461.445,1461.445
../SAT2018/final/Collatz/full-ax-xa.rules.7-7.cnf,SAT,3456.107,-,5000.073,-,5000.033,,,SAT,4057.442,3456.107,10000,10000,,4057.442,SAT,647.14,647.14
../SAT2019/sr2019/old/dist6.c-sc2018.cnf,UNSAT,162.787,UNSAT,172.752,UNSAT,177.507,,,UNSAT,237.224,162.787,172.752,177.507,,237.224,UNSAT,197.353,197.353
../SAT2019/sr2019/old/rpoc_xits_11_UNKNOWN-sc2009.cnf,-,5000.01,-,5000.032,-,5000.043,,,-,5000.037,10000,10000,10000,,10000,-,5000.031,10000
../SAT2018/final/Johnson/sted1_0x1e3-100.cnf,-,5000.011,-,5000.012,-,5000.013,,,-,5000.009,10000,10000,10000,,10000,-,5000.025,10000
../SAT2018/final/Collatz/cz-d-4-7-5.cnf,-,5000.065,SAT,1081.908,SAT,3183.053,,,-,5000.033,10000,1081.908,3183.053,,10000,SAT,732.507,732.507
../SAT2018/Harder/ecarev-110-1031-23-40-7.cnf,SAT,215.84,SAT,121.566,SAT,220.932,,,SAT,279.243,215.84,121.566,220.932,,279.243,SAT,282.42,282.42
../SAT2019/sr2019/new/Savicky/size_4_4_4_i4473_r8.cnf,UNSAT,476.199,UNSAT,475.637,UNSAT,453.154,,,UNSAT,269.981,476.199,475.637,453.154,,269.981,UNSAT,256.141,256.141
../SAT2018/Liang/quadratic_loose_error.c.cnf,UNSAT,205.988,UNSAT,148.668,UNSAT,67.182,,,UNSAT,154.944,205.988,148.668,67.182,,154.944,UNSAT,84.129,84.129
