instance	cadical result	cadical time	cadical-chrono result	cadical-chrono time	cadical-trail result	cadical-trail time	cadical-trail-append result	cadical-trail-append time	cadical-trail-2levels-ahead	cadical-trail-2levels-ahead	par2	par-2 chrono	par-2 trail	par-2 append	par-2 1lvl
../SAT2018/final/Zhou/bibd-19-57-9-3-1_glb.cnf	SAT	2.485	SAT	2.233	SAT	2.868	SAT	1.57	SAT	2.407	2.485	2.233	2.868	1.57	2.407
../SAT2018/Manthey/pals_lcr-var-start-time.6_true-unreach-call.ufo.UNBOUNDED.pals.c.cnf	UNSAT	163.053	UNSAT	136.274	UNSAT	88.661	UNSAT	132.515	UNSAT	166.516	163.053	136.274	88.661	132.515	166.516
../SAT2018/Devriendt/huck.col.11.cnf	UNSAT	4.297	UNSAT	2.819	UNSAT	3.258	UNSAT	4.152	UNSAT	4.331	4.297	2.819	3.258	4.152	4.331
../SAT2018/final/Johnson/sted1_0x0-380.cnf	-	5000.029	-	5000.021	-	5000.01	-	5000.02	-	5000.008	10000	10000	10000	10000	10000
../SAT2019/sr2019/new/vonHolten/b1904P2-8x8c9h5SAT.cnf	-	5000.022	-	5000.01	-	5000.016	-	5000.024	-	5000.011	10000	10000	10000	10000	10000
../SAT2019/sr2019/new/Biere/eqbpdtlf16spdtlf16.cnf	-	5000.01	-	5000.079	-	5000.012	-	5000.018	-	5000.006	10000	10000	10000	10000	10000
../SAT2019/sr2019/new/Savicky/size_5_5_5_i218_r12.cnf	SAT	269.176	SAT	150.617	SAT	185.851	-	5000.01	SAT	268.814	269.176	150.617	185.851	10000	268.814
../SAT2018/Ofer/courses0.12_2017_9.cnf	-	5000.024	-	5000.026	-	5000.028	-	5000.024	-	5000.042	10000	10000	10000	10000	10000
../SAT2019/sr2019/old/sin.c.75.smt2-cvc4-sc2016.cnf	-	5000.19	-	5000.195	-	5000.192	-	5000.177	-	5000.172	10000	10000	10000	10000	10000
../SAT2018/Heusser/satcoin-genesis-SAT-128.cnf	SAT	12.232	SAT	10.918	SAT	12.666	SAT	12.628	SAT	11.552	12.232	10.918	12.666	12.628	11.552
../SAT2019/sr2019/old/aes_equiv_encry_3_rounds.debugged-sc2012.cnf	UNSAT	587.044	UNSAT	324.779	UNSAT	617.831	UNSAT	316.112	UNSAT	325.13	587.044	324.779	617.831	316.112	325.13
../SAT2018/Ehlers/ex175_20.cnf	SAT	1069.903	SAT	2320.949	SAT	905.711	SAT	1024.706	SAT	2052.539	1069.903	2320.949	905.711	1024.706	2052.539
../SAT2019/sr2019/old/gss-33-s100-sc2009.cnf	-	5000.007	-	5000.009	-	5000.006	-	5000.246	-	5000.004	10000	10000	10000	10000	10000
../SAT2019/sr2019/old/connm-ue-csp-sat-n800-d0.02-s111845174.used-as.sat04-958-sc2011.cnf	-	5000.005	-	5000.006	-	5000.058	-	5000.051	-	5000.061	10000	10000	10000	10000	10000
../SAT2019/sr2019/new/Savicky/size_5_5_5_i260_r12.cnf	SAT	1077.152	SAT	1869.151	SAT	1080.426	SAT	1705.298	-	5000.072	1077.152	1869.151	1080.426	1705.298	10000
../SAT2018/Manthey/Problem14_label55_true-unreach-call.c.cnf	UNSAT	83.152	UNSAT	84.914	UNSAT	93.203	UNSAT	79.76	UNSAT	87.205	83.152	84.914	93.203	79.76	87.205
../SAT2019/sr2019/old/total-10-15-s-sc2007.cnf	SAT	45.274	SAT	123.443	SAT	69.266	SAT	90.53	SAT	90.754	45.274	123.443	69.266	90.53	90.754
../SAT2019/sr2019/new/Manthey/sv-comp19_prop-reachsafety.26_stack_cas_longer_false-unreach-call.i-witness.cnf	SAT	31.52	SAT	35.784	SAT	49.623	SAT	53.252	SAT	42.259	31.52	35.784	49.623	53.252	42.259
../SAT2019/sr2019/old/004-80-8-sc2014.cnf	SAT	3392.001	SAT	848.764	SAT	3030.045	SAT	2294.556	SAT	2126.774	3392.001	848.764	3030.045	2294.556	2126.774
../SAT2018/Ofer/exams0.04_2017_9.cnf	SAT	4602.156	SAT	1747.185	SAT	140.443	-	5000.112	SAT	4159.329	4602.156	1747.185	140.443	10000	4159.329
../SAT2018/Ofer/course_flat_0.12_2018_3_5.cnf	-	5000.031	-	5000.047	-	5000.05	-	5000.036	-	5000.049	10000	10000	10000	10000	10000
../SAT2018/Biere/udiv46prop.cnf	UNSAT	1261.892	UNSAT	1531.541	UNSAT	1401.572	UNSAT	1259.484	UNSAT	1347.148	1261.892	1531.541	1401.572	1259.484	1347.148
../SAT2019/sr2019/old/f10nidw-sc2012.cnf	UNSAT	477.266	UNSAT	432.45	UNSAT	459.432	UNSAT	493.481	UNSAT	405.431	477.266	432.45	459.432	493.481	405.431
../SAT2018/Devriendt/le450_15a.col.15.cnf	-	5000.393	-	5000.021	-	5000.006	-	5000.013	-	5000.012	10000	10000	10000	10000	10000
../SAT2019/sr2019/old/hitag2-8-60-0-0x880693399044612-25-SAT-sc2013.cnf	SAT	591.168	-	5000.023	-	5000.017	SAT	1972.595	-	5000.044	591.168	10000	10000	1972.595	10000
../SAT2019/sr2019/new/vonHolten/b1904P3-8x8c11h7SAT.cnf	SAT	2548.281	SAT	2346.073	SAT	3418.612	SAT	831.777	SAT	2459.591	2548.281	2346.073	3418.612	831.777	2459.591
../SAT2018/Biere/uniqinv25prop.cnf	UNSAT	197.821	UNSAT	179.091	UNSAT	151.536	UNSAT	184.574	UNSAT	179.886	197.821	179.091	151.536	184.574	179.886
../SAT2018/final/Zhou/frb35-17-5_ext.cnf	SAT	10.105	SAT	45.533	SAT	5.273	SAT	57.199	SAT	2.215	10.105	45.533	5.273	57.199	2.215
../SAT2019/sr2019/old/Nb51T6-sc2018.cnf	UNSAT	3512.662	UNSAT	3382.843	UNSAT	3928.896	UNSAT	3498.319	UNSAT	3465.978	3512.662	3382.843	3928.896	3498.319	3465.978
../SAT2018/Manthey/Problem11_label51_false-unreach-call.c.cnf	SAT	588.801	SAT	287.558	SAT	490.698	SAT	424.198	SAT	684.768	588.801	287.558	490.698	424.198	684.768
../SAT2019/sr2019/new/Zhou/Subisomorphism-g10-g23_c18.cnf	-	5000.023	-	5000.06	-	5000.025	-	5000.011	-	5000.031	10000	10000	10000	10000	10000
../SAT2019/sr2019/new/Heule/MM-23-2-2-2-2-D.cnf	-	5000.007	-	5000.015	-	5000.01	-	5000.007	-	5000.014	10000	10000	10000	10000	10000
../SAT2018/Devriendt/le450_15c.col.15.cnf	UNSAT	4954.384	-	5000.007	-	5000.015	-	5000.011	-	5000.025	4954.384	10000	10000	10000	10000
../SAT2019/sr2019/old/ablmulub16x4o-sc2016.cnf	UNSAT	118.754	UNSAT	160.318	UNSAT	115.664	UNSAT	111.002	UNSAT	118.452	118.754	160.318	115.664	111.002	118.452
../SAT2019/sr2019/old/mulhs016-sc2009.cnf	-	5000.064	-	5000.018	-	5000.011	-	5000.036	-	5000.05	10000	10000	10000	10000	10000
../SAT2018/Ofer/course_flat_0.12_2018_3_1.cnf	SAT	623.336	SAT	255.504	SAT	75.649	SAT	284.467	SAT	695.451	623.336	255.504	75.649	284.467	695.451
../SAT2018/final/Zhou/si2-r001-m200-00.cnf	SAT	25.912	SAT	13.759	SAT	14.817	SAT	19.409	SAT	13.422	25.912	13.759	14.817	19.409	13.422
../SAT2018/Biere/uniqinv40prop.cnf	UNSAT	1560.448	UNSAT	1446.909	UNSAT	1557.437	UNSAT	1987.771	UNSAT	1574.858	1560.448	1446.909	1557.437	1987.771	1574.858
../SAT2019/sr2019/old/9dlx_vliw_at_b_iq8-sc2007.cnf	UNSAT	1106.809	UNSAT	1020.131	UNSAT	1935.366	UNSAT	1274.039	UNSAT	1318.194	1106.809	1020.131	1935.366	1274.039	1318.194
../SAT2018/Xiao/Nb13T166.cnf	-	5000.094	-	5000.161	-	5000.085	-	5000.098	-	5000.089	10000	10000	10000	10000	10000
../SAT2019/sr2019/old/manthey_single-ordered-initialized-w50-b7-sr2015.cnf	UNSAT	1693.444	UNSAT	1564.23	UNSAT	1765.212	UNSAT	1750.227	UNSAT	1676.915	1693.444	1564.23	1765.212	1750.227	1676.915
../SAT2018/final/CRIL/T93.2.0.cnf	UNSAT	527.087	UNSAT	524.757	UNSAT	573.143	UNSAT	486.982	UNSAT	521.912	527.087	524.757	573.143	486.982	521.912
../SAT2018/Harder/ecarev-110-1031-23-40-3.cnf	UNSAT	38	UNSAT	19.308	UNSAT	23.196	UNSAT	23.923	UNSAT	36.834	38	19.308	23.196	23.923	36.834
../SAT2018/Konan/TimetableCNFEncoding_5_UNKNOWN.cnf	-	5000.233	-	5000.172	-	5000.043	-	5000.157	-	5000.057	10000	10000	10000	10000	10000
../SAT2019/sr2019/old/6s133-sc2014.cnf	UNSAT	346.784	UNSAT	424.982	UNSAT	209.692	UNSAT	423.793	UNSAT	450.565	346.784	424.982	209.692	423.793	450.565
../SAT2018/Chowdhury/gto_p60c234.cnf	UNSAT	201.751	UNSAT	204.393	UNSAT	192.604	UNSAT	195.717	UNSAT	199.029	201.751	204.393	192.604	195.717	199.029
../SAT2019/sr2019/new/Biere/cruxmiter29seed9.cnf	-	5000.009	-	5000.004	UNSAT	4327.638	-	5000.103	UNSAT	4471.355	10000	10000	4327.638	10000	4471.355
../SAT2019/sr2019/old/slp-synthesis-aes-bottom13-sc2011.cnf	UNSAT	39.126	UNSAT	38.595	UNSAT	27.89	UNSAT	30.081	UNSAT	32.064	39.126	38.595	27.89	30.081	32.064
../SAT2018/Liang/dist4.c.cnf	UNSAT	85.754	UNSAT	75.888	UNSAT	71.271	UNSAT	76.074	UNSAT	73.421	85.754	75.888	71.271	76.074	73.421
../SAT2018/Scheel/cms-scheel-md4-families-r24-c5-p1-5-10-12-18.cnf	UNSAT	1.186	UNSAT	1.198	UNSAT	1.295	UNSAT	8.498	UNSAT	1.239	1.186	1.198	1.295	8.498	1.239
../SAT2018/Devriendt/queen8_8.col.9.cnf	-	5000.013	-	5000.015	-	5000.014	-	5000.021	-	5000.061	10000	10000	10000	10000	10000
../SAT2019/sr2019/old/manthey_DimacsSorter_37_3-sr2015.cnf	SAT	2399.514	SAT	1112.958	SAT	2410.406	SAT	2679.418	SAT	2006.179	2399.514	1112.958	2410.406	2679.418	2006.179
../SAT2019/sr2019/new/Savicky/size_5_5_5_i198_r12.cnf	SAT	1028.891	-	5000.009	-	5000.015	SAT	318.195	SAT	223.555	1028.891	10000	10000	318.195	223.555
../SAT2019/sr2019/old/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k45.debugged-sc2012.cnf	-	5000.007	-	5000.009	-	5000.012	-	5000.008	-	5000.02	10000	10000	10000	10000	10000
../SAT2018/Liang/dist6.c.cnf	UNSAT	77.618	UNSAT	78.205	UNSAT	70.986	UNSAT	73.377	UNSAT	75.874	77.618	78.205	70.986	73.377	75.874
../SAT2018/final/Zhou/magicSquare-8_glb.cnf	SAT	596.932	SAT	97.213	SAT	26.043	SAT	26.22	SAT	144.392	596.932	97.213	26.043	26.22	144.392
../SAT2019/sr2019/new/Biere/eqbpwtrc10bpdtlf10.cnf	UNSAT	231.928	UNSAT	176.887	UNSAT	314.742	UNSAT	156.129	UNSAT	123.695	231.928	176.887	314.742	156.129	123.695
../SAT2018/final/Zhou/si2-m4Dr2-m256-08.cnf	SAT	11.32	SAT	13.398	SAT	12.504	SAT	11.875	SAT	6.375	11.32	13.398	12.504	11.875	6.375
../SAT2019/sr2019/new/Heule/MM-23-3-3-A.cnf	-	5000.021	-	5000.01	-	5000.014	-	5000.015	-	5000.011	10000	10000	10000	10000	10000
../SAT2018/final/CRIL/T116.2.0.cnf	UNSAT	441.677	UNSAT	313.202	UNSAT	377.641	UNSAT	400.268	UNSAT	329.805	441.677	313.202	377.641	400.268	329.805
../SAT2019/sr2019/old/atco_enc3_opt2_10_12-sc2014.cnf	UNSAT	2940.688	UNSAT	1629.62	UNSAT	2313.442	UNSAT	1769.083	UNSAT	1404.751	2940.688	1629.62	2313.442	1769.083	1404.751
../SAT2018/Heusser/satcoin-genesis-SAT-4096.cnf	SAT	315.864	SAT	295.895	SAT	306.412	SAT	246.38	SAT	229.609	315.864	295.895	306.412	246.38	229.609
../SAT2019/sr2019/new/Savicky/size_5_5_5_i063_r12.cnf	SAT	1257.809	SAT	226.149	SAT	43.316	SAT	239.55	SAT	45.867	1257.809	226.149	43.316	239.55	45.867
../SAT2018/final/Zhou/si2-r001-m200-09.cnf	SAT	41.817	SAT	48.035	SAT	48.686	SAT	17.919	SAT	17.253	41.817	48.035	48.686	17.919	17.253
../SAT2018/Biere/udiv48prop.cnf	UNSAT	1915.161	UNSAT	2919.258	UNSAT	1848.469	UNSAT	1822.753	UNSAT	2883.022	1915.161	2919.258	1848.469	1822.753	2883.022
../SAT2018/Ehlers/ex065_24.cnf	-	5000.012	-	5000.018	-	5000.007	-	5000.009	-	5000.023	10000	10000	10000	10000	10000
../SAT2019/sr2019/new/Biere/eqspctbk14sparcl14.cnf	-	5000.012	-	5000.015	-	5000.011	-	5000.034	-	5000.019	10000	10000	10000	10000	10000
../SAT2019/sr2019/old/6s169-opt-sc2014.cnf	UNSAT	10.312	UNSAT	10.775	UNSAT	11.433	UNSAT	12.877	UNSAT	12.531	10.312	10.775	11.433	12.877	12.531
../SAT2019/sr2019/old/unsat-set-a-fclqcolor-20-13-14.sat05-1278.reshuffled-07-sc2007.cnf	-	5000.014	-	5000.015	-	5000.023	-	5000.022	-	5000.07	10000	10000	10000	10000	10000
../SAT2018/final/Collatz/bx-d-4-7-8.cnf	-	5000.006	SAT	3850.372	-	5000.534	SAT	1158.569	SAT	102.796	10000	3850.372	10000	1158.569	102.796
../SAT2018/Harder/ecarev-110-1031-23-40-5.cnf	SAT	828.034	SAT	1037.896	SAT	284.499	SAT	384.408	SAT	257.768	828.034	1037.896	284.499	384.408	257.768
../SAT2019/sr2019/old/ctl_4291_567_5_unsat_pre-sc2014.cnf	-	5000.019	-	5000.017	-	5000.016	-	5000.021	-	5000.017	10000	10000	10000	10000	10000
../SAT2019/sr2019/old/AProVE07-26-sc2007.cnf	-	5000.012	-	5000.04	-	5000.007	-	5000.016	-	5000.048	10000	10000	10000	10000	10000
../SAT2018/Zha/prime_200560490131.cnf	UNSAT	93.757	UNSAT	93.198	UNSAT	95.404	UNSAT	105.299	UNSAT	98.345	93.757	93.198	95.404	105.299	98.345
../SAT2018/Konan/TimetableCNFEncoding_8_UNKNOWN.cnf	-	5000.021	-	5000.04	-	5000.025	-	5000.026	-	5000.027	10000	10000	10000	10000	10000
../SAT2018/Heule/CNP-5-1900.cnf	SAT	24.811	SAT	34.352	SAT	20.457	SAT	86.622	SAT	100.558	24.811	34.352	20.457	86.622	100.558
../SAT2019/sr2019/old/ps_5000_21250_3_0_0.7_0_1.45_4-sc2017.cnf	-	5000.017	-	5000.01	-	5000.008	-	5000.007	-	5000.019	10000	10000	10000	10000	10000
../SAT2019/sr2019/new/Bebel/toughsat_25bits_0.cnf	SAT	230.75	SAT	434.523	SAT	154.186	SAT	253.991	SAT	118.844	230.75	434.523	154.186	253.991	118.844
../SAT2019/sr2019/old/e_rphp035_05-sc2018.cnf	UNSAT	1187.966	UNSAT	1202.529	UNSAT	1208.97	UNSAT	1181.748	UNSAT	1601.162	1187.966	1202.529	1208.97	1181.748	1601.162
../SAT2018/Scheel/cms-scheel-md5-families-r24-c5-p2-7-8-15-19.cnf	SAT	4376.892	SAT	709.992	SAT	833.15	SAT	772.176	SAT	171.278	4376.892	709.992	833.15	772.176	171.278
../SAT2018/final/Collatz/less-cy-caa.rules.4-9.cnf	SAT	482.46	SAT	362.886	SAT	359.547	SAT	355.906	SAT	1291.878	482.46	362.886	359.547	355.906	1291.878
../SAT2019/sr2019/old/6s126-opt-sc2014.cnf	UNSAT	2488.524	-	5000.018	UNSAT	2841.666	UNSAT	1946.174	UNSAT	1479.002	2488.524	10000	2841.666	1946.174	1479.002
../SAT2018/Porkhunov/mchess_16.cnf	UNSAT	268.573	UNSAT	312.748	UNSAT	235.408	UNSAT	299.82	UNSAT	258.339	268.573	312.748	235.408	299.82	258.339
../SAT2018/Jingchao/a_rphp055_04.cnf	UNSAT	229.812	UNSAT	193.169	UNSAT	242.914	UNSAT	232.854	UNSAT	237.819	229.812	193.169	242.914	232.854	237.819
../SAT2018/final/Johnson/sted5_0x24204-50.cnf	SAT	409.778	SAT	15.518	SAT	87.789	SAT	74.977	SAT	3.173	409.778	15.518	87.789	74.977	3.173
../SAT2018/final/Soos/apn-sbox6-cut3-helpbox29.cnf	-	5000.01	SAT	2554.419	SAT	3073.111	SAT	1747.703	SAT	2193.343	10000	2554.419	3073.111	1747.703	2193.343
../SAT2018/Ehlers/ex175_17.cnf	SAT	2884.476	-	5000.069	-	5000.109	SAT	2670.862	SAT	3543.219	2884.476	10000	10000	2670.862	3543.219
../SAT2019/sr2019/old/b_unsat-sc2013.cnf	UNSAT	1309.752	UNSAT	1374.616	UNSAT	1571.453	UNSAT	1215.144	UNSAT	1426.279	1309.752	1374.616	1571.453	1215.144	1426.279
../SAT2018/Devriendt/queen12_12.col.12.cnf	UNSAT	36.699	UNSAT	17.786	UNSAT	20.828	UNSAT	24.447	UNSAT	28.121	36.699	17.786	20.828	24.447	28.121
../SAT2018/Chen/20180322_164238439_p_cnf_320_1120.cnf	SAT	1038.667	SAT	729.49	SAT	57.813	SAT	346.719	SAT	2266.276	1038.667	729.49	57.813	346.719	2266.276
../SAT2018/Heule/CNP-5-900.cnf	SAT	184.893	SAT	192.742	SAT	164.587	SAT	197.218	SAT	564.723	184.893	192.742	164.587	197.218	564.723
../SAT2018/final/CRIL/T117.2.0.cnf	UNSAT	445.06	UNSAT	476.539	UNSAT	469.858	UNSAT	428.305	UNSAT	732.314	445.06	476.539	469.858	428.305	732.314
../SAT2019/sr2019/new/Skladanivskyy/sha1r17m66a.cnf	SAT	308.364	SAT	934.682	SAT	488.85	SAT	58.923	SAT	375.568	308.364	934.682	488.85	58.923	375.568
../SAT2019/sr2019/old/atco_enc1_opt2_10_16-sc2014.cnf	SAT	326.792	SAT	270.649	SAT	227.965	SAT	1092.9	SAT	318.883	326.792	270.649	227.965	1092.9	318.883
../SAT2019/sr2019/new/Bebel/toughsat_25bits_2.cnf	SAT	216.075	SAT	79.266	SAT	18.697	SAT	391.45	SAT	118.138	216.075	79.266	18.697	391.45	118.138
../SAT2019/sr2019/old/atco_enc2_opt2_10_21-sc2014.cnf	SAT	11.582	SAT	231.528	SAT	62.906	SAT	74.326	SAT	49.285	11.582	231.528	62.906	74.326	49.285
../SAT2018/Ofer/course0.12_2018_3_5.cnf	-	5000.023	-	5000.026	-	5000.048	-	5000.016	-	5000.025	10000	10000	10000	10000	10000
../SAT2018/Ehlers/ex157_10.cnf	SAT	518.736	SAT	171.728	SAT	55	SAT	179.383	SAT	337.661	518.736	171.728	55	179.383	337.661
../SAT2018/Ofer/course0.16_2018_3_5.cnf	SAT	1440.799	SAT	541.881	SAT	620.002	SAT	487.203	SAT	422.915	1440.799	541.881	620.002	487.203	422.915
../SAT2019/sr2019/new/Skladanivskyy/sha1r17m149ABCD_p.cnf	SAT	3456.35	SAT	4441.611	SAT	4653.034	SAT	3330.067	SAT	2483.082	3456.35	4441.611	4653.034	3330.067	2483.082
../SAT2019/sr2019/new/Savicky/size_4_4_4_i0418_r8.cnf	UNSAT	322.734	UNSAT	258.547	UNSAT	328.924	UNSAT	421.325	UNSAT	440.167	322.734	258.547	328.924	421.325	440.167
../SAT2019/sr2019/new/Heule/MM-22.cnf	-	5000.011	-	5000.017	-	5000.013	-	5000.022	-	5000.022	10000	10000	10000	10000	10000
../SAT2019/sr2019/new/Zaikin/Trivium_no_init_out350_known_last143_1.cnf	SAT	1760.756	SAT	1540.238	SAT	218.28	SAT	1443.431	SAT	1257.775	1760.756	1540.238	218.28	1443.431	1257.775
../SAT2018/Xiao/Nb42T6.cnf	UNSAT	1251.92	UNSAT	1361.953	UNSAT	2263.301	UNSAT	1343.044	UNSAT	1029.215	1251.92	1361.953	2263.301	1343.044	1029.215
../SAT2018/final/Collatz/bx-d-4-7-6.cnf	SAT	4763.468	-	5000.01	SAT	866.938	SAT	460.976	-	5000.008	4763.468	10000	866.938	460.976	10000
../SAT2019/sr2019/new/Biere/eqspwtrc16bparrc16.cnf	-	5000.024	-	5000.018	-	5000.02	-	5000.018	-	5000.012	10000	10000	10000	10000	10000
../SAT2019/sr2019/old/c6288mul.miter.shuffled-as.sat03-346-sc2002.cnf	UNSAT	730.077	UNSAT	761.066	UNSAT	693.57	UNSAT	761.944	UNSAT	1029.092	730.077	761.066	693.57	761.944	1029.092
../SAT2018/Biere/uniqinv46prop.cnf	UNSAT	3241.53	UNSAT	3413.205	UNSAT	4383.136	UNSAT	3169.534	UNSAT	3122.285	3241.53	3413.205	4383.136	3169.534	3122.285
../SAT2018/final/Collatz/bz-X-4-7-6.cnf	SAT	1251.163	-	5000.01	SAT	784.938	SAT	1982.571	SAT	2656.684	1251.163	10000	784.938	1982.571	2656.684
../SAT2018/Xiao/Nb8T60.cnf	SAT	651.661	SAT	136.82	SAT	705.325	SAT	2401.83	SAT	3514.259	651.661	136.82	705.325	2401.83	3514.259
../SAT2018/Xiao/Nb8T62.cnf	SAT	772.719	SAT	978.45	SAT	138.544	SAT	767.325	SAT	594.265	772.719	978.45	138.544	767.325	594.265
../SAT2018/Jingchao/ae_rphp045_05.cnf	-	5000.014	-	5000.058	-	5000.022	-	5000.008	-	5000.456	10000	10000	10000	10000	10000
../SAT2018/final/CRIL/T90.2.0.cnf	UNSAT	478.123	UNSAT	462.068	UNSAT	511.608	UNSAT	448.721	UNSAT	868.231	478.123	462.068	511.608	448.721	868.231
../SAT2018/Scheel/cms-scheel-md4-families-r24-c6-p0-5-10-11-17-18.cnf	UNSAT	1.189	UNSAT	1.119	UNSAT	1.325	UNSAT	1.612	UNSAT	1.405	1.189	1.119	1.325	1.612	1.405
../SAT2019/sr2019/new/Heule/MM-23-2-4-A.cnf	-	5000.056	-	5000.515	-	5000.011	-	5000.011	-	5000.433	10000	10000	10000	10000	10000
../SAT2018/Manthey/newton_3_6_false-unreach-call.i.cnf	SAT	437.226	SAT	1171.712	SAT	647.283	SAT	288.735	SAT	524.494	437.226	1171.712	647.283	288.735	524.494
../SAT2018/Harder/ecarev-110-1031-23-40-1.cnf	SAT	704.014	SAT	351.993	SAT	349.178	SAT	316.165	SAT	772.636	704.014	351.993	349.178	316.165	772.636
../SAT2018/Heusser/satcoin-genesis-SAT-8192.cnf	SAT	348.631	SAT	351.318	SAT	353.613	SAT	374.494	SAT	366.82	348.631	351.318	353.613	374.494	366.82
../SAT2018/Scheel/cms-scheel-md5-families-r24-c8-p0-3-5-6-14-16-18-19.cnf	SAT	1335.531	SAT	194.02	SAT	1367.234	SAT	1188.663	SAT	1896.23	1335.531	194.02	1367.234	1188.663	1896.23
../SAT2018/Devriendt/le450_25a.col.25.cnf	-	5000.022	-	5000.024	-	5000.015	-	5000.018	-	5000.031	10000	10000	10000	10000	10000
../SAT2019/sr2019/old/ablmulub2x32o-sc2016.cnf	UNSAT	374.223	UNSAT	228.948	UNSAT	268.591	UNSAT	279.456	UNSAT	227.858	374.223	228.948	268.591	279.456	227.858
../SAT2019/sr2019/new/Manthey/sv-comp19_prop-reachsafety.newton_3_8_false-unreach-call_true-termination.i-witness.cnf	SAT	336.303	SAT	638.86	SAT	524.857	SAT	433.669	SAT	224.918	336.303	638.86	524.857	433.669	224.918
../SAT2019/sr2019/new/Manthey/sv-comp19_prop-reachsafety.newton_2_4_true-unreach-call_true-termination.i-witness.cnf	UNSAT	807.782	UNSAT	591.097	UNSAT	831.423	UNSAT	687.389	UNSAT	445.903	807.782	591.097	831.423	687.389	445.903
../SAT2019/sr2019/new/Zhou/Mario-t-hard-5_c18.cnf	SAT	1.201	SAT	1.047	SAT	1.149	SAT	1.264	SAT	1.204	1.201	1.047	1.149	1.264	1.204
../SAT2018/Heusser/satcoin-genesis-SAT-64.cnf	SAT	7.074	SAT	7.227	SAT	7.353	SAT	7.429	SAT	7.98	7.074	7.227	7.353	7.429	7.98
../SAT2018/final/Johnson/sted1_0x1e3-200.cnf	-	5000.025	-	5000.033	-	5000.016	-	5000.017	-	5000.047	10000	10000	10000	10000	10000
../SAT2018/final/Soos/apn-sbox5-cut4-symmbreak.cnf	-	5000.021	-	5000.013	-	5000.014	-	5000.012	-	5000.012	10000	10000	10000	10000	10000
../SAT2019/sr2019/old/smtlib-qfbv-aigs-countbits128-tseitin-sc2011.cnf	UNSAT	1164.967	UNSAT	1311.835	UNSAT	1185.385	UNSAT	1252.721	UNSAT	1217.713	1164.967	1311.835	1185.385	1252.721	1217.713
../SAT2018/Xiao/Nb44T6.cnf	UNSAT	1424.479	UNSAT	1232.907	UNSAT	1271.839	UNSAT	1281.828	UNSAT	1167.127	1424.479	1232.907	1271.839	1281.828	1167.127
../SAT2018/final/Collatz/full-ax-xa.rules.7-7.cnf	SAT	296.032	SAT	865.426	SAT	950.946	SAT	83.206	SAT	698.488	296.032	865.426	950.946	83.206	698.488
../SAT2019/sr2019/old/dist6.c-sc2018.cnf	UNSAT	77.124	UNSAT	81.957	UNSAT	105.241	UNSAT	85.401	UNSAT	76.998	77.124	81.957	105.241	85.401	76.998
../SAT2019/sr2019/old/rpoc_xits_11_UNKNOWN-sc2009.cnf	-	5000.01	-	5000.008	-	5000.016	-	5000.009	-	5000.042	10000	10000	10000	10000	10000
../SAT2018/final/Johnson/sted1_0x1e3-100.cnf	-	5000.007	-	5000.008	-	5000.034	-	5000.013	-	5000.028	10000	10000	10000	10000	10000
../SAT2018/final/Collatz/cz-d-4-7-5.cnf	SAT	157.241	SAT	657.994	SAT	3132.04	SAT	619.935	SAT	751.295	157.241	657.994	3132.04	619.935	751.295
../SAT2018/Harder/ecarev-110-1031-23-40-7.cnf	SAT	223.651	SAT	239.596	SAT	227.299	SAT	280.559	SAT	208.075	223.651	239.596	227.299	280.559	208.075
../SAT2019/sr2019/new/Savicky/size_4_4_4_i4473_r8.cnf	UNSAT	278.694	UNSAT	306.21	UNSAT	321.026	UNSAT	231.903	UNSAT	551.332	278.694	306.21	321.026	231.903	551.332
../SAT2018/Liang/quadratic_loose_error.c.cnf	UNSAT	213.228	UNSAT	145.116	UNSAT	265.005	UNSAT	366.534	UNSAT	205.078	213.228	145.116	265.005	366.534	205.078
../SAT2019/sr2019/old/blocks-blocks-36-0.120-NOTKNOWN-sc2011.cnf	-	5000.041	-	5000.097	UNSAT	3922.9	-	5000.087	-	5000.079	10000	10000	3922.9	10000	10000
../SAT2019/sr2019/old/snw_16_8_pre-sc2016.cnf	UNSAT	3984.693	UNSAT	3875.715	UNSAT	4273.542	UNSAT	3640.513	UNSAT	4222.845	3984.693	3875.715	4273.542	3640.513	4222.845
../SAT2019/sr2019/old/li-exam-63.shuffled-as.sat03-368-sc2002.cnf	-	5000.013	-	5000.035	-	5000.017	-	5000.018	-	5000.009	10000	10000	10000	10000	10000
../SAT2018/Liang/dist9.c.cnf	UNSAT	69.137	UNSAT	93.427	UNSAT	74.458	UNSAT	77.62	UNSAT	83.867	69.137	93.427	74.458	77.62	83.867
../SAT2018/Biere/sdiv25prop.cnf	-	5000.043	-	5000.027	-	5000.022	-	5000.011	-	5000.045	10000	10000	10000	10000	10000
../SAT2018/Mayer-Eichberger/9-4-9.cnf	-	5000.034	-	5000.034	-	5000.031	-	5000.06	-	5000.019	10000	10000	10000	10000	10000
../SAT2019/sr2019/old/partial-10-11-u-sc2007.cnf	-	5000.023	-	5000.215	-	5000.022	-	5000.013	-	5000.162	10000	10000	10000	10000	10000
../SAT2018/Mayer-Eichberger/6-5-6.cnf	-	5000.028	-	5000.021	-	5000.022	-	5000.011	-	5000.063	10000	10000	10000	10000	10000
